summonerName,championId,role,kills,deaths,assists,totalDamageDealt,totalDamageTaken,goldEarned,totalMinionsKilled,win,dragons,barons,turretsKilled
Dopamine Blood,8,TOP,5,2,7,18043,18720,10977,156,True,3.0,1.0,11.0
Cursed Adaborky,62,JUNGLE,8,5,10,17129,29184,11401,25,True,3.0,1.0,11.0
Astian24,45,MIDDLE,5,4,8,21720,13659,11656,204,True,3.0,1.0,11.0
Adela Andromeda,893,BOTTOM,10,2,10,28902,21265,13951,218,True,3.0,1.0,11.0
,43,UTILITY,8,2,15,12904,13513,9473,40,True,3.0,1.0,11.0
Kemseptyni,240,TOP,3,9,2,16771,35188,9332,173,False,0.0,0.0,2.0
BestRivenEUNEs,76,JUNGLE,5,7,4,13448,32589,10067,17,False,0.0,0.0,2.0
Mrož,901,MIDDLE,4,5,4,22666,23414,10948,226,False,0.0,0.0,2.0
Nikola Cieśla,22,BOTTOM,2,6,1,7826,13745,7954,159,False,0.0,0.0,2.0
rrrehciW,117,UTILITY,1,9,3,4724,18217,5558,31,False,0.0,0.0,2.0
ElectricRaccoon,85,TOP,5,3,8,24743,21699,10847,166,True,4.0,0.0,11.0
Řivęn,887,JUNGLE,9,3,4,23855,44306,14495,60,True,4.0,0.0,11.0
szymanlol,157,MIDDLE,2,7,7,11183,21311,10629,189,True,4.0,0.0,11.0
DaxenGunslinger,81,BOTTOM,7,4,3,26609,19799,12319,215,True,4.0,0.0,11.0
Filip321PL,235,UTILITY,2,2,12,10706,15411,8396,24,True,4.0,0.0,11.0
Kemseptyni,13,TOP,2,6,1,19194,25677,10231,207,False,0.0,1.0,2.0
Faffik,19,JUNGLE,6,8,2,12092,38022,9990,26,False,0.0,1.0,2.0
RealMuayThai,80,MIDDLE,9,5,6,33612,26850,12508,184,False,0.0,1.0,2.0
Yanno,202,BOTTOM,2,4,6,16512,18688,9857,197,False,0.0,1.0,2.0
OMG STEP BRO,40,UTILITY,0,2,8,4953,12408,6585,35,False,0.0,1.0,2.0
L9 Hunterrr,69,MIDDLE,5,9,3,15866,22586,9411,143,False,1.0,0.0,2.0
3zozzzz,106,JUNGLE,3,5,7,11362,30763,8370,17,False,1.0,0.0,2.0
Filip321PL,516,TOP,2,8,2,14074,26341,7425,122,False,1.0,0.0,2.0
iAsasino,236,BOTTOM,4,9,4,14160,17547,9210,169,False,1.0,0.0,2.0
Natrium,235,UTILITY,5,5,8,13043,17649,8539,23,False,1.0,0.0,2.0
Kemseptyni,240,TOP,8,3,4,23761,29059,13622,204,True,2.0,1.0,7.0
ZScarecrow,9,JUNGLE,6,5,10,18444,31381,10097,19,True,2.0,1.0,7.0
DaxenGunslinger,136,MIDDLE,4,2,10,14309,11442,10211,199,True,2.0,1.0,7.0
Rcify,901,BOTTOM,13,3,9,25428,16348,13620,171,True,2.0,1.0,7.0
WhiteBullet,555,UTILITY,5,6,17,13499,16690,9254,25,True,2.0,1.0,7.0
starloving,92,TOP,0,0,0,0,0,500,0,False,0.0,0.0,0.0
Reformed Shaco,28,JUNGLE,0,0,0,0,281,500,0,False,0.0,0.0,0.0
Bluluvry,221,MIDDLE,0,0,0,166,56,563,3,False,0.0,0.0,0.0
Rcify,202,BOTTOM,0,0,0,135,0,500,0,False,0.0,0.0,0.0
Natrium,235,UTILITY,0,0,0,92,245,500,0,False,0.0,0.0,0.0
Kemseptyni,240,TOP,0,0,0,0,17,500,0,True,0.0,0.0,0.0
xKanelen,60,JUNGLE,0,0,0,0,439,500,0,True,0.0,0.0,0.0
SAMICELASICE,55,MIDDLE,0,0,0,46,209,510,1,True,0.0,0.0,0.0
iAsasino,21,BOTTOM,0,0,0,153,0,500,0,True,0.0,0.0,0.0
hEePo,555,UTILITY,0,0,0,92,251,515,0,True,0.0,0.0,0.0
Kemseptyni,240,TOP,5,10,5,22215,38506,12006,195,False,1.0,0.0,3.0
Pepèga,200,JUNGLE,3,11,7,10846,37149,9560,15,False,1.0,0.0,3.0
Meszumin,10,MIDDLE,2,5,8,11690,19977,10345,222,False,1.0,0.0,3.0
,429,BOTTOM,14,13,6,31711,30015,15207,196,False,1.0,0.0,3.0
SAMICELASICE,78,UTILITY,2,11,16,16528,28803,8479,45,False,1.0,0.0,3.0
starloving,92,TOP,12,3,12,27480,22372,17254,222,True,3.0,2.0,9.0
Rageblade,56,JUNGLE,8,3,13,18946,42192,13686,25,True,3.0,2.0,9.0
369dati,127,MIDDLE,9,6,9,25132,18927,13328,194,True,3.0,2.0,9.0
Kováč Band,81,BOTTOM,17,6,15,39731,21461,16493,196,True,3.0,2.0,9.0
operacja ist ,111,UTILITY,3,9,22,12145,29760,9544,19,True,3.0,2.0,9.0
Mňau,8,MIDDLE,3,3,3,14060,23858,8520,183,False,0.0,0.0,1.0
Pepèga,233,JUNGLE,3,4,2,5128,23143,8250,8,False,0.0,0.0,1.0
XiaoTaoQi,268,TOP,0,3,3,14897,14466,7727,168,False,0.0,0.0,1.0
,145,BOTTOM,2,5,2,5834,13085,7030,130,False,0.0,0.0,1.0
veke00,223,UTILITY,1,6,1,7198,19891,4940,28,False,0.0,0.0,1.0
Kemseptyni,240,TOP,4,2,9,14508,22740,10332,192,True,3.0,0.0,6.0
Rageblade,11,JUNGLE,5,2,10,10309,19958,9942,7,True,3.0,0.0,6.0
Łowca p3d0fili,893,MIDDLE,6,2,7,27536,15410,9246,159,True,3.0,0.0,6.0
Unfriendly Fire ,22,BOTTOM,5,1,11,15772,9465,10850,198,True,3.0,0.0,6.0
Flamidor,267,UTILITY,1,3,14,5193,8592,6453,24,True,3.0,0.0,6.0
Kemseptyni,240,TOP,2,2,3,9257,22458,11456,206,True,1.0,1.0,8.0
greater good,234,JUNGLE,9,1,6,12898,26808,10646,16,True,1.0,1.0,8.0
noobs queue,103,MIDDLE,6,0,5,14085,10384,10818,197,True,1.0,1.0,8.0
DarkStar2,202,BOTTOM,5,3,8,13106,15746,10209,191,True,1.0,1.0,8.0
Flamidor,267,UTILITY,2,0,15,6957,7367,7429,28,True,1.0,1.0,8.0
Csak1maradhat,85,TOP,0,3,2,17245,12811,6379,151,False,2.0,0.0,0.0
in   Heaven,11,JUNGLE,2,7,1,6780,24620,8333,14,False,2.0,0.0,0.0
,246,MIDDLE,3,6,0,8206,15906,8103,167,False,2.0,0.0,0.0
fiko,115,BOTTOM,1,6,0,11229,14236,7564,190,False,2.0,0.0,0.0
Kivalger,432,UTILITY,0,2,2,3253,8757,4497,23,False,2.0,0.0,0.0
SpiritKillerBro,122,TOP,9,7,1,21817,34589,12030,177,False,2.0,0.0,4.0
Cursed Adaborky,79,JUNGLE,1,5,5,14067,29878,8222,15,False,2.0,0.0,4.0
KTM,42,MIDDLE,6,5,4,21611,17513,11324,220,False,2.0,0.0,4.0
Jokers,202,BOTTOM,3,7,5,12268,19277,9008,179,False,2.0,0.0,4.0
ZScarecrow,9,UTILITY,5,9,7,12145,16488,7756,22,False,2.0,0.0,4.0
Kemseptyni,85,TOP,4,7,6,24535,22322,9818,182,True,1.0,1.0,5.0
CardealVyshinsky,154,JUNGLE,14,0,8,22986,30923,14086,37,True,1.0,1.0,5.0
Respité,6,MIDDLE,5,7,6,14729,23547,10083,176,True,1.0,1.0,5.0
Phasmaa,498,BOTTOM,6,5,4,17459,18997,12028,222,True,1.0,1.0,5.0
apollo321,117,UTILITY,3,5,18,9095,13623,9016,28,True,1.0,1.0,5.0
Dopamine Blood,8,TOP,3,9,4,19995,29513,8595,172,False,0.0,0.0,0.0
Rhmuoughim,120,JUNGLE,2,10,3,7612,40474,8171,22,False,0.0,0.0,0.0
TURBO DOG,238,MIDDLE,10,8,0,23642,22757,11061,181,False,0.0,0.0,0.0
Frederick II,202,BOTTOM,6,6,7,17054,19149,11076,190,False,0.0,0.0,0.0
Filip321PL,43,UTILITY,0,6,17,15044,18929,7049,34,False,0.0,0.0,0.0
Swords,134,MIDDLE,5,3,4,17021,11857,10619,180,True,3.0,1.0,11.0
greater good,107,JUNGLE,7,5,13,19507,34572,12727,22,True,3.0,1.0,11.0
,35,UTILITY,5,5,12,15936,16857,8780,25,True,3.0,1.0,11.0
Jokers,119,BOTTOM,6,6,5,16765,19316,12243,179,True,3.0,1.0,11.0
Kemseptyni,240,TOP,15,2,6,36100,38745,19453,225,True,3.0,1.0,11.0
desperate irl,8,TOP,9,7,5,36271,36236,13129,202,False,0.0,0.0,3.0
calusek,245,JUNGLE,6,7,8,35227,44448,15680,83,False,0.0,0.0,3.0
edging to hwei,91,MIDDLE,3,9,9,21727,30809,11900,230,False,0.0,0.0,3.0
Camelott,202,BOTTOM,5,4,12,41117,19539,12499,212,False,0.0,0.0,3.0
dUDEK462,40,UTILITY,4,11,14,12062,28155,9083,22,False,0.0,0.0,3.0
Kemseptyni,240,TOP,10,7,9,29311,47347,16120,195,True,5.0,2.0,9.0
Oroldnal,77,JUNGLE,6,3,13,31413,47284,16637,74,True,5.0,2.0,9.0
TURBO DOG,517,MIDDLE,3,7,7,27226,37203,12232,201,True,5.0,2.0,9.0
AprikosErGodt,22,BOTTOM,17,4,8,36417,24993,18282,229,True,5.0,2.0,9.0
SIENIOPAS,26,UTILITY,2,6,19,6701,33383,10788,30,True,5.0,2.0,9.0
Kemseptyni,240,TOP,6,3,1,10870,13157,7372,85,True,1.0,0.0,3.0
calusek,245,JUNGLE,6,2,4,7125,16832,7716,5,True,1.0,0.0,3.0
YvonnenC,103,MIDDLE,1,0,8,4792,5048,5366,115,True,1.0,0.0,3.0
Lost Omen,202,BOTTOM,5,2,5,7481,6776,7882,114,True,1.0,0.0,3.0
Albus Gamblemore,21,UTILITY,2,3,9,5085,7525,4984,21,True,1.0,0.0,3.0
Jax the Gripper,893,TOP,2,6,4,9871,11409,4567,71,False,0.0,0.0,0.0
Pozytywny Adam ,76,JUNGLE,3,3,0,2472,7792,3918,0,False,0.0,0.0,0.0
I am Sobek,157,MIDDLE,3,2,2,8334,8891,5468,101,False,0.0,0.0,0.0
Frederick II,81,BOTTOM,2,5,2,5550,8695,5355,93,False,0.0,0.0,0.0
Janzarava,40,UTILITY,0,4,7,3985,6521,3408,10,False,0.0,0.0,0.0
ND Nivelenn,164,TOP,2,8,6,17267,30766,10378,194,False,1.0,0.0,3.0
Songesand,76,JUNGLE,8,5,8,18642,34366,11642,35,False,1.0,0.0,3.0
112,236,MIDDLE,4,4,9,27361,20120,11303,217,False,1.0,0.0,3.0
DarkStar2,202,BOTTOM,8,9,9,24724,22666,12087,215,False,1.0,0.0,3.0
DareDevil108,412,UTILITY,0,9,15,7911,20872,6238,27,False,1.0,0.0,3.0
Kemseptyni,240,TOP,13,1,6,29235,33311,16922,240,True,3.0,0.0,11.0
OIKKONE,121,JUNGLE,6,6,13,22009,37344,12077,24,True,3.0,0.0,11.0
,13,MIDDLE,6,4,10,23784,26311,11722,225,True,3.0,0.0,11.0
,222,BOTTOM,4,7,10,14624,17204,12017,197,True,3.0,0.0,11.0
Cecelia,147,UTILITY,6,4,16,11513,16644,8995,40,True,3.0,0.0,11.0
Kanaxai,150,TOP,3,5,7,16160,20308,8385,143,False,1.0,0.0,2.0
qualzy333,28,JUNGLE,7,5,4,15587,23432,9772,11,False,1.0,0.0,2.0
remnaant,39,MIDDLE,3,13,5,19368,30975,7898,159,False,1.0,0.0,2.0
112,236,BOTTOM,14,7,7,25539,18906,11872,162,False,1.0,0.0,2.0
Zyklon B Singed,53,UTILITY,4,9,12,11720,22084,7164,21,False,1.0,0.0,2.0
Kemseptyni,240,TOP,11,5,3,18064,26459,13762,188,True,2.0,0.0,9.0
easy cary,102,JUNGLE,7,5,10,21701,33615,11816,25,True,2.0,0.0,9.0
Eminina peecka,127,MIDDLE,12,5,7,24531,21260,12471,163,True,2.0,0.0,9.0
egw1999,145,BOTTOM,5,8,5,16345,17225,10159,165,True,2.0,0.0,9.0
Shma Israel,9,UTILITY,3,8,12,13380,18074,7360,35,True,2.0,0.0,9.0
Coatpustmain,897,TOP,7,8,4,21667,40567,11568,196,False,2.0,0.0,1.0
easy cary,63,JUNGLE,6,9,6,32265,43064,12258,39,False,2.0,0.0,1.0
Tusia13,55,MIDDLE,3,10,5,16330,31414,10405,187,False,2.0,0.0,1.0
ThaGoat12345,29,BOTTOM,6,10,8,24565,29596,13316,199,False,2.0,0.0,1.0
nataliuauaua,26,UTILITY,3,6,12,10231,29755,8905,48,False,2.0,0.0,1.0
Respité,6,TOP,7,4,12,28692,38164,13476,204,True,3.0,2.0,11.0
Songesand,121,JUNGLE,8,4,7,20750,42121,14521,22,True,3.0,2.0,11.0
Kemseptyni,85,MIDDLE,13,5,9,45944,24826,17501,244,True,3.0,2.0,11.0
112,45,BOTTOM,8,6,7,21927,19603,14576,232,True,3.0,2.0,11.0
Natrium,235,UTILITY,7,6,20,28167,23398,13372,24,True,3.0,2.0,11.0
EIMAI KOTOPOULO,777,MIDDLE,7,4,8,21151,27485,11214,182,True,2.0,1.0,6.0
mOtac,163,JUNGLE,6,3,12,20789,21327,11086,14,True,2.0,1.0,6.0
Respité,6,TOP,4,4,9,16665,24079,10341,181,True,2.0,1.0,6.0
SHNAVE,222,BOTTOM,11,3,11,28339,17269,13823,201,True,2.0,1.0,6.0
Nugi Nugens,888,UTILITY,0,5,22,8056,20404,7444,22,True,2.0,1.0,6.0
Kemseptyni,240,TOP,6,5,2,19111,30862,11737,193,False,1.0,0.0,5.0
zawód rodziców,20,JUNGLE,2,7,10,8334,28428,8866,21,False,1.0,0.0,5.0
VLADIRL,134,MIDDLE,4,4,4,21255,10379,10426,208,False,1.0,0.0,5.0
Boackena,202,BOTTOM,4,4,9,17327,16132,11125,209,False,1.0,0.0,5.0
Mrož,89,UTILITY,3,8,7,8458,28808,7363,35,False,1.0,0.0,5.0
DrinkGatorade,36,TOP,2,6,3,11436,29512,9170,182,False,0.0,0.0,3.0
Songesand,141,JUNGLE,3,9,4,14722,32382,9649,24,False,0.0,0.0,3.0
Dynaxion,101,MIDDLE,1,3,3,18674,8108,9303,175,False,0.0,0.0,3.0
112,119,BOTTOM,8,6,3,20273,18706,13169,206,False,0.0,0.0,3.0
Magniia,89,UTILITY,0,5,11,7286,25845,6856,24,False,0.0,0.0,3.0
Kemseptyni,240,TOP,10,2,6,29942,32856,16280,237,True,4.0,1.0,8.0
AreYaShacked,35,JUNGLE,7,2,10,21152,25731,10532,16,True,4.0,1.0,8.0
mr d3s,777,MIDDLE,5,3,5,16041,26062,12043,221,True,4.0,1.0,8.0
IM BACK THEY MAD,202,BOTTOM,6,2,13,19608,13764,12709,201,True,4.0,1.0,8.0
Roldziu,25,UTILITY,1,5,17,7070,19543,7876,20,True,4.0,1.0,8.0
CookieMonsterOwO,19,TOP,2,9,2,11714,25216,7587,132,False,0.0,0.0,0.0
NakiriEriina,64,JUNGLE,8,8,6,15221,30076,10707,24,False,0.0,0.0,0.0
UrTimeIsLimited,910,MIDDLE,1,11,6,25213,21787,8482,169,False,0.0,0.0,0.0
 Gemy,145,BOTTOM,12,12,4,21910,23705,13518,178,False,0.0,0.0,0.0
iLickBriarsFeet,89,UTILITY,0,10,16,15690,31544,6575,34,False,0.0,0.0,0.0
Kemseptyni,240,TOP,19,3,6,37614,38590,17935,238,True,4.0,1.0,11.0
Krakla,76,JUNGLE,6,3,20,21873,30419,12434,16,True,4.0,1.0,11.0
bury me low,4,MIDDLE,10,4,17,20193,17149,14826,163,True,4.0,1.0,11.0
fuzko,202,BOTTOM,6,7,22,22314,22374,12673,157,True,4.0,1.0,11.0
BoIek PoIívka,555,UTILITY,9,6,18,12671,20223,11237,24,True,4.0,1.0,11.0
Kemseptyni,240,TOP,11,9,6,47094,69455,17759,262,False,1.0,1.0,8.0
Owczao,246,JUNGLE,7,7,10,24804,42228,13814,21,False,1.0,1.0,8.0
bombamies,79,MIDDLE,15,5,8,50648,29162,17699,230,False,1.0,1.0,8.0
trenbolone god,202,BOTTOM,7,3,11,39671,20563,16551,306,False,1.0,1.0,8.0
PridefulQueen,147,UTILITY,2,11,23,18331,32693,11206,61,False,1.0,1.0,8.0
stefanko god,106,TOP,5,5,5,36967,39154,16603,314,True,4.0,1.0,9.0
ND BlackDahlia,60,JUNGLE,6,9,11,21059,43946,14046,24,True,4.0,1.0,9.0
xbanasz,23,MIDDLE,11,14,4,38918,61382,20040,324,True,4.0,1.0,9.0
Xelar,236,BOTTOM,11,6,13,38018,31073,18319,281,True,4.0,1.0,9.0
0nly 2 gend3r,89,UTILITY,2,8,17,13019,45375,10217,32,True,4.0,1.0,9.0
Kemseptyni,240,TOP,6,4,3,24299,32022,12830,219,True,3.0,0.0,11.0
Krakla,64,JUNGLE,5,3,12,8385,24043,9955,20,True,3.0,0.0,11.0
PridefulQueen,99,MIDDLE,4,5,8,12669,10679,10467,207,True,3.0,0.0,11.0
VALERIA BOUNZE,81,BOTTOM,12,2,10,35526,16783,15251,205,True,3.0,0.0,11.0
Gorąca Lux,267,UTILITY,2,3,21,7596,9308,8553,25,True,3.0,0.0,11.0
Vojteek,8,TOP,3,6,3,23499,29255,9033,182,False,0.0,1.0,3.0
in   Heaven,11,JUNGLE,2,8,6,12970,29308,9347,9,False,0.0,1.0,3.0
Kacperek Z Westa,236,MIDDLE,4,2,5,12855,12990,10870,213,False,0.0,1.0,3.0
,145,BOTTOM,4,6,3,11815,17934,10669,185,False,0.0,1.0,3.0
BoIek PoIívka,555,UTILITY,4,7,3,5540,19621,7119,24,False,0.0,1.0,3.0
Trująca Chmura,887,JUNGLE,10,6,2,24552,41895,13617,45,True,3.0,2.0,9.0
JSzyna,51,BOTTOM,7,2,5,22499,17045,12468,227,True,3.0,2.0,9.0
Kylie,902,UTILITY,1,1,11,2242,10488,8134,27,True,3.0,2.0,9.0
Azkis,516,TOP,1,1,10,13279,24118,9546,143,True,3.0,2.0,9.0
greedmybestie,112,MIDDLE,3,6,10,27343,18134,11817,190,True,3.0,2.0,9.0
QuietHowl,147,UTILITY,0,3,3,3707,10810,6045,33,False,1.0,0.0,4.0
LTU Makatas,221,BOTTOM,3,3,1,13772,17290,11918,257,False,1.0,0.0,4.0
Kemseptyni,85,TOP,4,5,2,19802,22155,9459,189,False,1.0,0.0,4.0
ShàdowÐancèr,893,MIDDLE,6,6,5,23646,32478,10821,180,False,1.0,0.0,4.0
antanukspyzdukas,72,JUNGLE,3,5,6,12148,31966,9464,9,False,1.0,0.0,4.0
TheDoomedGuy,59,JUNGLE,2,10,10,7516,35294,8258,5,False,1.0,0.0,3.0
Dopamine Blood,8,TOP,3,6,3,21304,24158,8251,166,False,1.0,0.0,3.0
Zed The Suiiiiii,80,MIDDLE,4,8,6,20453,27530,10295,171,False,1.0,0.0,3.0
TOP KING IZYQ,21,BOTTOM,13,9,1,31012,21600,14248,224,False,1.0,0.0,3.0
lainpilled,53,UTILITY,1,6,15,8519,21018,6965,16,False,1.0,0.0,3.0
Kemseptyni,240,TOP,12,5,9,29181,39559,15981,206,True,2.0,1.0,10.0
dasz 100 blikiem,245,JUNGLE,14,6,8,21113,35066,14321,33,True,2.0,1.0,10.0
Ki Shadow,238,MIDDLE,10,4,7,34418,19879,13560,178,True,2.0,1.0,10.0
operacja ist ,901,BOTTOM,1,6,13,13899,18461,10482,200,True,2.0,1.0,10.0
BestRivenEUNEs,40,UTILITY,2,2,26,6072,13122,8851,23,True,2.0,1.0,10.0
1DarkHazz1,23,TOP,0,0,0,818,755,510,1,False,0.0,0.0,0.0
dxszekk,59,JUNGLE,0,1,0,314,999,505,0,False,0.0,0.0,0.0
pitaya,910,MIDDLE,0,0,0,159,165,500,0,False,0.0,0.0,0.0
SGG Wrath,22,BOTTOM,0,0,0,0,0,500,0,False,0.0,0.0,0.0
JR2Nada,201,UTILITY,0,0,0,0,0,500,0,False,0.0,0.0,0.0
Mňau,54,TOP,0,0,1,850,903,550,0,True,0.0,0.0,0.0
greater good,234,JUNGLE,0,0,0,0,300,535,0,True,0.0,0.0,0.0
Kemseptyni,85,MIDDLE,0,0,0,145,159,500,0,True,0.0,0.0,0.0
Magniia,202,BOTTOM,1,0,0,273,795,900,0,True,0.0,0.0,0.0
Awesome Annie,111,UTILITY,0,0,1,278,88,550,0,True,0.0,0.0,0.0
Durak,24,TOP,0,8,1,7451,27391,8672,156,False,1.0,0.0,3.0
zawód rodziców,20,JUNGLE,1,6,18,14876,31111,8929,24,False,1.0,0.0,3.0
Zythorian,69,MIDDLE,7,7,7,28172,30448,11687,188,False,1.0,0.0,3.0
operacja ist ,202,BOTTOM,16,7,4,37333,23385,14726,188,False,1.0,0.0,3.0
 Keria Jr,267,UTILITY,0,8,19,8051,14829,7168,17,False,1.0,0.0,3.0
Kemseptyni,85,TOP,10,3,5,25823,20286,13475,194,True,3.0,0.0,10.0
LIOPAROS07,5,JUNGLE,4,4,11,14355,45853,11431,24,True,3.0,0.0,10.0
cwel z ista,777,MIDDLE,10,3,4,21740,22675,14015,220,True,3.0,0.0,10.0
Frederick II,29,BOTTOM,12,8,10,31306,23314,13214,182,True,3.0,0.0,10.0
dxszekk,117,UTILITY,0,6,23,9801,21621,8480,33,True,3.0,0.0,10.0
Dopamine Blood,8,TOP,0,0,0,0,83,500,0,False,0.0,0.0,0.0
,154,JUNGLE,0,0,0,0,0,500,0,False,0.0,0.0,0.0
Adelean,777,MIDDLE,0,0,0,0,0,500,0,False,0.0,0.0,0.0
Ki Shadow,157,BOTTOM,0,0,0,0,0,500,0,False,0.0,0.0,0.0
dxszekk,117,UTILITY,0,0,0,0,0,500,0,False,0.0,0.0,0.0
Kemseptyni,240,TOP,0,0,0,0,0,500,0,True,0.0,0.0,0.0
TURBO DOG,104,JUNGLE,0,0,0,0,71,500,0,True,0.0,0.0,0.0
cwel z ista,893,MIDDLE,0,0,0,0,0,500,0,True,0.0,0.0,0.0
Hyperíon,81,BOTTOM,0,0,0,0,0,500,0,True,0.0,0.0,0.0
Magniia,89,UTILITY,0,0,0,0,0,500,0,True,0.0,0.0,0.0
Kemseptyni,240,TOP,3,11,5,24170,41428,11185,202,False,1.0,0.0,3.0
Szagii,77,JUNGLE,4,8,11,16693,45809,12243,53,False,1.0,0.0,3.0
B0NHART,3,MIDDLE,5,9,5,13578,30473,10252,173,False,1.0,0.0,3.0
Unfriendly Fire ,202,BOTTOM,10,9,11,37217,31401,13334,194,False,1.0,0.0,3.0
BestRivenEUNEs,40,UTILITY,3,5,17,7895,24009,8690,22,False,1.0,0.0,3.0
HandsFree Singed,27,TOP,8,1,11,27931,31308,15251,214,True,2.0,1.0,9.0
123456 hundred,32,JUNGLE,8,6,17,26779,34927,14155,20,True,2.0,1.0,9.0
jameson sketo,246,MIDDLE,20,6,6,52356,25503,18280,197,True,2.0,1.0,9.0
Camelott,21,BOTTOM,5,6,9,26004,18414,12178,212,True,2.0,1.0,9.0
Boots of Speed,147,UTILITY,1,6,20,9408,17778,8548,27,True,2.0,1.0,9.0
Kemseptyni,240,TOP,2,3,9,23342,34391,14137,262,True,4.0,1.0,9.0
,121,JUNGLE,5,5,12,18430,33231,12250,25,True,4.0,1.0,9.0
Erring,31,MIDDLE,10,5,8,20307,40380,13026,185,True,4.0,1.0,9.0
ΒlooM,51,BOTTOM,6,6,8,18930,14896,11630,182,True,4.0,1.0,9.0
Zoppy,99,UTILITY,7,4,14,24973,13125,10910,62,True,4.0,1.0,9.0
HandsFree Singed,27,TOP,4,6,3,21431,27655,10446,194,False,0.0,0.0,3.0
swaglord,77,JUNGLE,6,9,10,25531,37131,12499,54,False,0.0,0.0,3.0
Atilart,157,MIDDLE,1,7,5,19448,27206,9703,191,False,0.0,0.0,3.0
ΣΝΨΤΩ,145,BOTTOM,9,5,2,24286,17589,12866,207,False,0.0,0.0,3.0
Kubuś GG Nya,111,UTILITY,3,3,9,7738,19347,7613,24,False,0.0,0.0,3.0
GigiSmantanel,266,TOP,2,4,3,22865,25389,8362,164,False,2.0,0.0,3.0
Oroldnal,106,JUNGLE,4,3,3,13222,34948,10911,31,False,2.0,0.0,3.0
Frederick II,136,MIDDLE,4,8,2,17609,17971,9567,186,False,2.0,0.0,3.0
Zerimass,22,BOTTOM,4,6,5,14451,17003,10157,212,False,2.0,0.0,3.0
,147,UTILITY,1,3,9,6719,14155,6861,25,False,2.0,0.0,3.0
Kemseptyni,240,TOP,6,5,3,23387,33353,11706,194,True,2.0,1.0,9.0
Makula,120,JUNGLE,6,4,8,17499,37475,11761,6,True,2.0,1.0,9.0
Papa Topou,134,MIDDLE,8,1,4,21411,11937,13351,227,True,2.0,1.0,9.0
SIick Sloth,145,BOTTOM,2,2,9,16570,11178,10755,200,True,2.0,1.0,9.0
Kappe,26,UTILITY,2,3,13,8032,11346,8439,29,True,2.0,1.0,9.0
starloving,92,TOP,3,2,1,8012,7721,5195,103,True,1.0,0.0,0.0
ND BlackDahlia,63,JUNGLE,3,0,2,4378,12301,5704,6,True,1.0,0.0,0.0
MarQ,950,MIDDLE,4,3,1,7062,8045,5706,105,True,1.0,0.0,0.0
Unfriendly Fire ,81,BOTTOM,3,2,2,6783,6945,4757,78,True,1.0,0.0,0.0
Geldoblasm,267,UTILITY,0,2,4,4375,6105,3333,6,True,1.0,0.0,0.0
Kemseptyni,240,TOP,1,4,0,7032,10917,3882,78,False,0.0,0.0,0.0
Pozytywny Adam ,76,JUNGLE,1,3,2,1008,6556,3271,0,False,0.0,0.0,0.0
Life is CC x9,238,MIDDLE,3,2,1,5486,5599,4986,96,False,0.0,0.0,0.0
Boackena,202,BOTTOM,1,1,2,6412,6650,4439,95,False,0.0,0.0,0.0
Laxoni,40,UTILITY,2,3,1,3703,7296,3673,15,False,0.0,0.0,0.0
NιXάοΣιΛα,1,MIDDLE,4,9,3,11378,18839,8147,124,False,0.0,0.0,0.0
in   Heaven,11,JUNGLE,4,6,2,11418,24204,8863,32,False,0.0,0.0,0.0
Szagii,266,TOP,1,11,3,9083,24357,6190,117,False,0.0,0.0,0.0
tempnjkbfgijvffo,145,BOTTOM,4,2,2,11089,11567,10718,221,False,0.0,0.0,0.0
Ljozel,201,UTILITY,0,6,7,4865,19598,5326,29,False,0.0,0.0,0.0
Kemseptyni,240,TOP,15,4,10,32325,31798,15869,189,True,3.0,1.0,10.0
Hikijaki,62,JUNGLE,1,2,5,2785,20745,9736,37,True,3.0,1.0,10.0
DiamentWtydzień,55,MIDDLE,14,2,6,25435,15632,12094,157,True,3.0,1.0,10.0
AluneGiveMePower,523,BOTTOM,4,2,3,14016,9873,9198,173,True,3.0,1.0,10.0
IM BACK THEY MAD,43,UTILITY,0,3,14,6559,7976,6650,21,True,3.0,1.0,10.0
James Stewart 17,164,TOP,1,6,4,12142,21526,8672,154,True,1.0,1.0,9.0
ImpostorPiotruś,887,JUNGLE,8,4,8,20443,33213,13502,31,True,1.0,1.0,9.0
ousay no1 zhao,39,MIDDLE,7,5,5,18976,22367,11438,210,True,1.0,1.0,9.0
Zerimass,145,BOTTOM,17,6,5,28685,15926,14282,177,True,1.0,1.0,9.0
Boots of Speed,201,UTILITY,0,6,18,5928,17700,7108,16,True,1.0,1.0,9.0
Kemseptyni,240,TOP,9,5,6,22759,31502,12118,178,False,2.0,0.0,3.0
in   Heaven,11,JUNGLE,9,5,6,15576,23329,11700,20,False,2.0,0.0,3.0
schabikowy,7,MIDDLE,4,6,7,17652,18572,9671,145,False,2.0,0.0,3.0
gonzyV1,119,BOTTOM,4,8,5,10905,15565,10139,162,False,2.0,0.0,3.0
KFC,78,UTILITY,1,9,7,8586,19027,6211,22,False,2.0,0.0,3.0
ariagato,6,TOP,2,5,1,5577,15241,5958,97,False,0.0,0.0,0.0
Ronaldinio,106,JUNGLE,1,4,5,4516,22825,6909,21,False,0.0,0.0,0.0
Kalib3r 44,136,MIDDLE,1,7,2,9393,17936,6029,132,False,0.0,0.0,0.0
